Date,HDFC_Open,HDFC_Close,HUL_Open,HUL_Close
2012-01-02 00:00:00+05:30,193.55408623996536,192.62896728515625,329.67988628735577,325.0353698730469
2012-01-03 00:00:00+05:30,194.68229609799985,198.17971801757812,327.3373672902441,329.5182800292969
2012-01-04 00:00:00+05:30,199.42068555159614,200.05247497558594,329.23556685554985,319.4215087890625
2012-01-05 00:00:00+05:30,200.36840003623726,200.21044921875,318.9772708444865,317.72528076171875
2012-01-06 00:00:00+05:30,199.0145815523558,204.56532287597656,318.04839033998644,320.5119934082031
2012-01-09 00:00:00+05:30,203.93351870816034,205.6483917236328,318.4926828535778,317.8061218261719
2012-01-10 00:00:00+05:30,207.5888850163807,207.45350646972656,317.8464023986221,319.4215087890625
2012-01-11 00:00:00+05:30,207.81452513717738,208.78477478027344,320.55234763430326,317.0386657714844
2012-01-12 00:00:00+05:30,208.35607603490573,210.58990478515625,318.0483672262653,318.2906799316406
2012-01-13 00:00:00+05:30,212.10171295501718,211.92120361328125,318.169623179362,316.3522033691406
2012-01-16 00:00:00+05:30,210.65758913347497,207.8145294189453,315.8271628479081,312.0711669921875
2012-01-17 00:00:00+05:30,209.34887781274134,211.379638671875,313.0807836532964,321.158203125
2012-01-18 00:00:00+05:30,213.41040206169484,217.471923828125,322.6929213534198,316.8367919921875
2012-01-19 00:00:00+05:30,219.3221631346393,219.6831817626953,318.2504337683167,316.1502990722656
2012-01-20 00:00:00+05:30,221.12732017273242,221.37551879882812,316.6348583228338,315.9482727050781
2012-01-23 00:00:00+05:30,219.3221617769604,218.4196014404297,315.94832091097555,319.5831604003906
2012-01-24 00:00:00+05:30,218.98370005883748,220.5857391357422,322.6121720725052,317.5234069824219
2012-01-25 00:00:00+05:30,221.2401183156887,221.21755981445312,317.8464940958507,317.8868713378906
2012-01-27 00:00:00+05:30,227.40008387279184,218.50987243652344,323.0564239356414,314.97900390625
2012-01-30 00:00:00+05:30,217.94577956626944,216.18577575683594,313.4039480893889,308.8402099609375
2012-01-31 00:00:00+05:30,218.19398433798966,222.0749969482422,310.17289787890155,306.09381103515625
2012-02-01 00:00:00+05:30,223.1580227715216,224.35391235351562,306.74003738889144,310.77874755859375
2012-02-02 00:00:00+05:30,225.1888090219254,224.69239807128906,311.7884111004309,315.5848083496094
2012-02-03 00:00:00+05:30,224.51190004701968,228.46060180664062,316.83685596333936,324.2276916503906
2012-02-06 00:00:00+05:30,230.15288332499614,229.1149444580078,327.8624774891119,312.63653564453125
2012-02-07 00:00:00+05:30,231.95801271300138,229.8369903564453,313.40385333642223,308.6785583496094
2012-02-08 00:00:00+05:30,230.46878000403098,229.45339965820312,309.3651862872198,313.84814453125
2012-02-09 00:00:00+05:30,228.21239202784133,235.8164520263672,311.2229436874379,317.72528076171875
2012-02-10 00:00:00+05:30,235.92928568138808,233.53750610351562,317.4426726025484,312.9193115234375
2012-02-13 00:00:00+05:30,234.05649612118185,235.54571533203125,313.72698178569283,316.43292236328125
2012-02-14 00:00:00+05:30,235.79389540043138,233.718017578125,315.98870549828797,316.51373291015625
2012-02-15 00:00:00+05:30,234.89132531595897,240.5548858642578,318.0484462428737,313.80780029296875
2012-02-16 00:00:00+05:30,239.62978114992805,237.5764617919922,314.21161988311064,310.2132873535156
2012-02-17 00:00:00+05:30,239.7426286587735,238.41134643554688,311.4249620808917,311.0614929199219
2012-02-21 00:00:00+05:30,237.37336767806107,240.10360717773438,312.4346191166006,308.51708984375
2012-02-22 00:00:00+05:30,239.17849346012537,239.83285522460938,307.7496095201298,305.7302551269531
2012-02-23 00:00:00+05:30,237.9149140676793,240.60003662109375,304.63989614565895,313.5654602050781
2012-02-24 00:00:00+05:30,237.91494978549434,236.76419067382812,314.8174533187412,311.7076416015625
2012-02-27 00:00:00+05:30,237.77954186602585,232.6800537109375,314.090412103868,306.9822692871094
2012-02-28 00:00:00+05:30,234.32724207555427,239.40414428710938,307.4669185818781,307.9515686035156
2012-02-29 00:00:00+05:30,240.93850873174486,233.3569793701172,308.67862839538475,307.1035461425781
2012-03-01 00:00:00+05:30,233.31183297717618,231.95799255371094,306.538084789521,307.22467041015625
2012-03-02 00:00:00+05:30,231.95804240399096,234.10162353515625,306.6591738621279,309.24395751953125
2012-03-05 00:00:00+05:30,234.66569948533132,230.5816192626953,306.9419766328919,309.001708984375
2012-03-06 00:00:00+05:30,230.06263819643473,228.9795684814453,307.02276700517814,307.1035461425781
2012-03-07 00:00:00+05:30,228.73136285647402,232.70263671875,307.95164975253016,310.9806823730469
2012-03-09 00:00:00+05:30,235.56827573004497,236.1098175048828,313.28275983587173,308.7593994140625
2012-03-12 00:00:00+05:30,240.98365688022443,234.19189453125,309.769110155349,307.3862609863281
2012-03-13 00:00:00+05:30,236.01953340231407,236.65133666992188,307.74969030811883,308.3958740234375
2012-03-14 00:00:00+05:30,238.3210969022063,238.36624145507812,310.8190698375011,308.19390869140625
2012-03-15 00:00:00+05:30,238.2759408083239,230.513916015625,309.93068059182684,313.4847412109375
2012-03-16 00:00:00+05:30,230.15286671435146,229.1826171875,314.9386318242649,315.18096923828125
2012-03-19 00:00:00+05:30,230.17545410391529,225.12112426757812,315.82714165246813,318.12921142578125
2012-03-20 00:00:00+05:30,223.83496499324588,228.07699584960938,319.13876034077924,319.3810729980469
2012-03-21 00:00:00+05:30,226.9939314024769,232.70263671875,319.2195838583669,325.6815185546875
2012-03-22 00:00:00+05:30,231.91290944975734,227.55804443359375,326.32784489777475,319.7447509765625
2012-03-23 00:00:00+05:30,229.92723787452542,231.93544006347656,320.2696975216714,325.6007995605469
2012-03-26 00:00:00+05:30,231.7323931346453,230.89752197265625,325.51998925926534,325.8027038574219
2012-03-27 00:00:00+05:30,232.4093107056034,234.146728515625,326.97396772945353,336.0610656738281
2012-03-28 00:00:00+05:30,233.98876769493478,231.70980834960938,335.6571762231128,333.1935729980469
2012-03-29 00:00:00+05:30,229.25033740738908,230.19802856445312,331.9820033356717,329.84149169921875
2012-03-30 00:00:00+05:30,231.05548358373187,234.5980224609375,330.52803862472706,331.214599609375
2012-04-02 00:00:00+05:30,233.76317451446235,238.4339141845703,329.7202485479942,327.6604919433594
2012-04-03 00:00:00+05:30,240.53230134766588,239.2687225341797,329.39713830526216,326.12579345703125
2012-04-04 00:00:00+05:30,237.0349385055283,237.62159729003906,326.32777437419475,322.45062255859375
2012-04-09 00:00:00+05:30,236.35800473588358,235.4554443359375,324.14690479385695,326.731689453125
2012-04-10 00:00:00+05:30,236.20005116693667,236.85438537597656,327.135563351019,335.172607421875
2012-04-11 00:00:00+05:30,235.5005563893663,237.5764617919922,333.799308981244,336.5052490234375
2012-04-12 00:00:00+05:30,236.92208489824137,239.3590087890625,336.222584264233,340.2209167480469
2012-04-13 00:00:00+05:30,242.0667252540475,238.8851776123047,342.4826006733751,343.4114990234375
2012-04-16 00:00:00+05:30,238.68208146085078,239.06565856933594,343.0884190590516,340.2613220214844
2012-04-17 00:00:00+05:30,240.0810764426052,239.2913360595703,340.05935582034965,341.0286560058594
2012-04-18 00:00:00+05:30,240.53234962466192,242.6308135986328,341.67486730789784,341.5537109375
2012-04-19 00:00:00+05:30,243.69134750491733,250.03182983398438,342.0787299007142,343.6942138671875
2012-04-20 00:00:00+05:30,249.21951430311492,248.70053100585938,344.09809172068924,341.67486572265625
2012-04-23 00:00:00+05:30,249.08413321553087,246.1056671142578,341.1498250182997,336.9091796875
2012-04-24 00:00:00+05:30,246.44412507893696,244.52618408203125,337.55541373626966,339.6555480957031
2012-04-25 00:00:00+05:30,245.49643346582087,246.6923370361328,338.72662422761715,338.5246887207031
2012-04-26 00:00:00+05:30,245.94769191124394,243.91693115234375,337.7168986277846,334.9705810546875
2012-04-27 00:00:00+05:30,244.59388907448758,244.21031188964844,334.4051464950296,335.5359802246094
2012-04-30 00:00:00+05:30,245.40614722873414,244.81948852539062,337.3534265545012,337.31304931640625
2012-05-02 00:00:00+05:30,244.00722817677513,248.1590118408203,347.3290232938879,343.2903137207031
2012-05-03 00:00:00+05:30,246.17338900728222,250.03182983398438,341.2709634176543,351.1658020019531
2012-05-04 00:00:00+05:30,248.74563902532466,242.56309509277344,349.3484721527622,351.28704833984375
2012-05-07 00:00:00+05:30,240.03595637560883,240.1938934326172,346.9656102453962,347.2887268066406
2012-05-08 00:00:00+05:30,240.48723521351445,232.56724548339844,347.32903941063427,348.015625
2012-05-09 00:00:00+05:30,231.82263935037597,231.3488006591797,347.7329023244158,349.3887634277344
2012-05-10 00:00:00+05:30,230.62674327227444,233.53750610351562,348.21755288615907,349.9541931152344
2012-05-11 00:00:00+05:30,231.61953919591633,230.4010772705078,351.36780382349485,348.9849548339844
2012-05-14 00:00:00+05:30,230.49136935677808,225.8883056640625,350.51971347068974,350.4389343261719
2012-05-15 00:00:00+05:30,223.8349763970291,225.23394775390625,348.94455066651744,349.30804443359375
2012-05-16 00:00:00+05:30,222.93244195959824,223.47398376464844,347.3291386616014,345.51171875
2012-05-17 00:00:00+05:30,224.28624394690752,224.6472625732422,346.27904917858353,347.2887268066406
2012-05-18 00:00:00+05:30,221.037043362378,225.8883056640625,344.21928150529527,348.9849548339844
2012-05-21 00:00:00+05:30,225.75292846353491,224.48934936523438,348.29835347602204,344.2596435546875
2012-05-22 00:00:00+05:30,227.35493918094454,220.788818359375,346.0366664197787,342.3614501953125
2012-05-23 00:00:00+05:30,221.1273028337124,219.8637237548828,341.5941361809276,344.9058837890625
2012-05-24 00:00:00+05:30,222.48113220395294,225.5047149658203,345.7136041424,343.0480651855469
2012-05-25 00:00:00+05:30,225.54981414452942,225.64007568359375,341.6748421530233,339.9382019042969
2012-05-28 00:00:00+05:30,226.18166111814776,229.5888214111328,339.65549767446487,337.19189453125
2012-05-29 00:00:00+05:30,230.22058055227498,227.87393188476562,337.6361743090747,336.2226257324219
2012-05-30 00:00:00+05:30,225.66267027358805,225.93344116210938,336.0206755231332,341.2306213378906
2012-05-31 00:00:00+05:30,223.83498563527624,228.43804931640625,338.2419189560079,345.7135314941406
2012-06-01 00:00:00+05:30,227.4452135723321,221.30780029296875,346.03664622295327,338.8477478027344
2012-06-04 00:00:00+05:30,220.22474163189403,223.67703247070312,337.1515029335756,333.11279296875
2012-06-05 00:00:00+05:30,225.640081099475,226.31700134277344,334.8090380286648,328.9932861328125
2012-06-06 00:00:00+05:30,227.828785209624,234.6205596923828,330.4875505163188,339.29193115234375
2012-06-07 00:00:00+05:30,236.56113123747207,242.6985321044922,342.07876516696626,342.28070068359375
2012-06-08 00:00:00+05:30,244.09749799312738,243.28517150878906,341.31141272822117,346.763671875
2012-06-11 00:00:00+05:30,244.18766916395077,244.57127380371094,347.5309886016162,352.2966613769531
2012-06-12 00:00:00+05:30,243.14973945619718,248.0235595703125,351.3273637881325,349.3887634277344
2012-06-13 00:00:00+05:30,248.6553904379795,244.48104858398438,349.1464708948009,361.5049133300781
2012-06-14 00:00:00+05:30,243.69132761737905,241.16416931152344,360.2528490804641,356.0525817871094
2012-06-15 00:00:00+05:30,241.43488912513007,247.09844970703125,357.8296967091262,363.0396423339844
2012-06-18 00:00:00+05:30,249.1066755767306,241.412353515625,363.4838987908764,360.6164245605469
2012-06-19 00:00:00+05:30,241.34468621901843,242.0893096923828,359.44521157336317,362.8377380371094
2012-06-20 00:00:00+05:30,242.33750809641268,241.0739288330078,362.6761610092932,368.00726318359375
